Subject	Relation_id	Relation_choice	Object	Md5	Trunk	ID	ce_id	timid	timespan
US Navy	031	Express intent to engage in material cooperation	Coast Guard	647865976289df2b8f6aad5f47e1095b	[6:17:19]	32492	3013	1610	55
Tom Waldwyn	010	Make public statement	Naval capabilities of Gulf states	9e0b7f82f85159617c18de920af4e64d	[10:34:35]	15830	3013	1611	55
Kenneth McKenzie	013	Make optimistic comment	International Community	f838c612e90646a646628f3a2e4bab0b	[1:0:2]	19107	3013	1611	55
The United States	062	Cooperate militarily	Saudi Arabia with potential troop deployment	f838c612e90646a646628f3a2e4bab0b	[3:6:6]	24504	3013	1611	55
Senators	072	Provide military aid	littoral combat ship program	945402b07fc37e3f92e74cd898c7c434	[4:6:7]	31145	3013	1611	55
The Navy	162	Reduce or stop material aid	littoral combat ship program	945402b07fc37e3f92e74cd898c7c434	[4:6:7]	34093	3013	1611	55
The United States	175	Use tactics of violent repression	Iranian	945402b07fc37e3f92e74cd898c7c434	[1:0:1]	39394	3013	1611	55
Rear Admiral Hossein Khanzadi	015	Non-apologetically acknowledge or claim responsibility	US ships	2706aaadd14e0b26d9fe3e45c0766a3d	[1:0:3]	15606	3013	1615	55
British Royal Marines	062	Cooperate militarily	Iranian tanker	f2f56644ac7b6b5978628d8fe511e026	[2:4:7]	23058	3013	1615	55
Britain	062	Cooperate militarily	European-led maritime protection mission	2706aaadd14e0b26d9fe3e45c0766a3d	[2:4:7]	23081	3013	1615	55
US Navy vessel	195	Employ aerial weapons	Iranian	09d9c2ffe9dd90bad5ce39deb3db375a	[2:4:6]	26376	3013	1615	55
Britain	074	Provide military protection or peacekeeping	UK-flagged tanker	2706aaadd14e0b26d9fe3e45c0766a3d	[3:8:12]	30472	3013	1615	55
USS Samuel B. Roberts	062	Cooperate militarily	tanker ships	f12fde09f4370a315a9599e4f7c69ba6	[1:0:4]	22432	3013	1616	55
Iranian Navy	062	Cooperate militarily	tanker ships	f12fde09f4370a315a9599e4f7c69ba6	[3:10:12]	22433	3013	1616	55
British and Australian warships	193	Fight with small arms and light weapons	Iranian fleet	f12fde09f4370a315a9599e4f7c69ba6	[2:5:9]	26008	3013	1616	55
Britain	013	Make optimistic comment	European-led maritime protection mission	be3483ca449a1b5e53987991fcfb9f73	[1:0:2]	17241	3013	1617	55
General Joseph Dunford	019	Express accord	force generation conference	be3483ca449a1b5e53987991fcfb9f73	[2:3:5]	17242	3013	1617	55
Mark Esper	040	Consult or meet	Centcom Commanders	8f473bdd92fdef492c6ab8ce94c1191c	[3:9:11]	26842	3013	1617	55
General Joseph Dunford	040	Consult or meet	reporters	be3483ca449a1b5e53987991fcfb9f73	[2:3:5]	28632	3013	1617	55
Former US President Donald Trump	019	Express accord	Naval Fleets	0ca4c6ec7f99baa64c918238953d7736	[6:17:20]	15397	3013	1618	55
President Hassan Rouhani	013	Make optimistic comment	Revolutionary Guard	2eccef1e41df13b4a13a09018448d10b	[3:8:11]	18998	3013	1618	55
Stena Bulk CEO and president Erik Hanell	1423	Conduct hunger strike for rights	UK-flagged tanker	2eccef1e41df13b4a13a09018448d10b	[4:12:14]	18999	3013	1618	55
British Navy	1051	Demand easing of administrative sanctions	UK-flagged tanker	0ca4c6ec7f99baa64c918238953d7736	[1:0:2]	22998	3013	1618	55
British government	0831	Accede to demands for change in leadership	UK-flagged tanker	0ca4c6ec7f99baa64c918238953d7736	[4:9:12]	23001	3013	1618	55
UAE	062	Cooperate militarily	Tanker	0ca4c6ec7f99baa64c918238953d7736	[5:13:16]	23002	3013	1618	55
UK	062	Cooperate militarily	British Navy	2eccef1e41df13b4a13a09018448d10b	[2:4:7]	24463	3013	1618	55
Britain	171	Seize or damage property	Iranian tanker	0ca4c6ec7f99baa64c918238953d7736	[3:6:8]	38813	3013	1618	55
South Korean Defense Ministry	014	Consider policy option	South Korean vessel Hankuk Chemi	5dbfa2e981638777f85898a15903299d	[1:0:4]	16222	3013	1621	55
Korea	062	Cooperate militarily	anti-piracy Cheonghae unit	eb8ec77616e60d8c24cde2663cf2f3bd	[1:0:0]	23874	3013	1621	55
South Korea's Cheonghae Unit	062	Cooperate militarily	Gulf of Aden	eb8ec77616e60d8c24cde2663cf2f3bd	[1:0:0]	23875	3013	1621	55
The United States	195	Employ aerial weapons	Middle East	706952ec9d4cd671c685e49230352e3c	[1:0:2]	26469	3013	1621	55
British Forces	193	Fight with small arms and light weapons	Iranian tanker	0fd32bbd1a300d55f63f871726060086	[2:2:4]	26519	3013	1621	55
Korea	074	Provide military protection or peacekeeping	Commercial shipping	5dbfa2e981638777f85898a15903299d	[2:5:8]	30588	3013	1621	55
US Secretary of State Mike Pompeo	036	Express intent to meet or negotiate	Russia	706952ec9d4cd671c685e49230352e3c	[2:3:5]	32325	3013	1621	55
Former US President Donald Trump	036	Express intent to meet or negotiate	Russia	706952ec9d4cd671c685e49230352e3c	[2:3:5]	32327	3013	1621	55
The United States	036	Express intent to meet or negotiate	Russia	706952ec9d4cd671c685e49230352e3c	[3:6:6]	32328	3013	1621	55
Russia	036	Express intent to meet or negotiate	The United States	706952ec9d4cd671c685e49230352e3c	[3:6:6]	32329	3013	1621	55
Denmark	032	Express intent to engage in diplomatic cooperation	European-led maritime protection mission	0fd32bbd1a300d55f63f871726060086	[6:13:16]	32435	3013	1621	55
South Korea's military	154	Mobilize or increase armed forces	anti-piracy unit Cheonghae	5dbfa2e981638777f85898a15903299d	[2:5:8]	35207	3013	1621	55
US Warships	152	Increase military alert status	Iran's Revolutionary Guard	0fd32bbd1a300d55f63f871726060086	[3:5:7]	35301	3013	1621	55
Korea	170	Coerce	Japan	5dbfa2e981638777f85898a15903299d	[3:9:13]	38919	3013	1621	55
South Korean Navy's anti-piracy unit	062	Cooperate militarily	Gulf of Aden	11ac71ccb9860eb9a73e6ad13b07b91a	[2:5:7]	22096	3013	1622	55
Germany	111	Criticize or denounce	US-led maritime security operation	e6e673ac430b8ac891168c31b9cd195e	[1:0:3]	9993	3013	1623	55
UK	014	Consider policy option	European-led maritime protection mission	e6e673ac430b8ac891168c31b9cd195e	[1:0:3]	15101	3013	1623	55
NATO	011	Refuse to comment	Strait of Hormuz security mission	e6e673ac430b8ac891168c31b9cd195e	[1:0:3]	15102	3013	1623	55
Vice Adm. Michael Gilday	015	Non-apologetically acknowledge or claim responsibility	Senators	2603244df4b40c5249a42916633ef66d	[6:15:17]	17087	3013	1623	55
Vice Adm. Michael Gilday	090	Investigate	Naval Special Warfare Command	2603244df4b40c5249a42916633ef66d	[5:13:14]	20499	3013	1623	55
Pentagon	062	Cooperate militarily	Middle East	2603244df4b40c5249a42916633ef66d	[4:10:12]	23717	3013	1623	55
Germany	125	Reject proposal to meet, discuss, or negotiate	US-led maritime security operation	e6e673ac430b8ac891168c31b9cd195e	[1:0:3]	25255	3013	1623	55
Yusuf bin Alawi bin Abdullah	045	Engage in mediation	Iranian officials	4a9d12f5c9f4d106ab13a422d08fa571	[3:10:13]	27007	3013	1623	55
Gary Peters	040	Consult or meet	Vice Adm. Michael Gilday	2603244df4b40c5249a42916633ef66d	[5:13:14]	28563	3013	1623	55
Germany	0332	Express intent to provide military aid	European-led coalition	e6e673ac430b8ac891168c31b9cd195e	[1:0:3]	31805	3013	1623	55
John Richardson	083	Accede to requests or demands for political reform	CNO position	2603244df4b40c5249a42916633ef66d	[5:13:14]	36486	3013	1623	55
ASEAN	111	Criticize or denounce	South China Sea activities	43f53f16366fe8d62bdc8c48f4f438e7	[2:4:4]	10175	3013	1627	55
US and regional allies	111	Criticize or denounce	Tehran	f8417f2f18affd689bdaafa33709e566	[2:3:3]	12476	3013	1627	55
Australia	012	Make pessimistic comment	The United States	43f53f16366fe8d62bdc8c48f4f438e7	[0:0:0]	15345	3013	1627	55
Australia	013	Make optimistic comment	Indo-Pacific region	43f53f16366fe8d62bdc8c48f4f438e7	[2:4:4]	15348	3013	1627	55
Australia	1384	Threaten to use conventional attack	Indo-Pacific region	43f53f16366fe8d62bdc8c48f4f438e7	[2:4:4]	15349	3013	1627	55
Secretary of State Mike Pompeo	014	Consider policy option	Islamic Republic of Iran	c5e75d9b5f011db74c4a473e72082548	[1:0:3]	15502	3013	1627	55
The United States	102	Demand for diplomatic cooperation	Australia	43f53f16366fe8d62bdc8c48f4f438e7	[1:0:3]	21158	3013	1627	55
Japan	121	Reject material cooperation	US-led mission	f8417f2f18affd689bdaafa33709e566	[1:0:2]	25786	3013	1627	55
Australia	042	Make a visit	The United States	43f53f16366fe8d62bdc8c48f4f438e7	[1:0:3]	27882	3013	1627	55
Australian Defense Minister Linda Reynolds	043	Host a visit	Marise Payne	43f53f16366fe8d62bdc8c48f4f438e7	[2:4:4]	27883	3013	1627	55
Mark Esper	044	Meet at a third location	Australian Defense Minister Linda Reynolds	c5e75d9b5f011db74c4a473e72082548	[1:0:3]	27947	3013	1627	55
Australian Defense Minister Linda Reynolds	044	Meet at a third location	Mark Esper	c5e75d9b5f011db74c4a473e72082548	[1:0:3]	27948	3013	1627	55
Australian defense minister Linda Reynolds	043	Host a visit	US secretaries of state and defense	726866b8682d8fbc3b5bbd28b18946bc	[2:3:6]	28256	3013	1627	55
US secretaries of state and defense	043	Host a visit	Australian defense minister Linda Reynolds	726866b8682d8fbc3b5bbd28b18946bc	[3:7:11]	28257	3013	1627	55
UK	074	Provide military protection or peacekeeping	UK-flagged tanker	726866b8682d8fbc3b5bbd28b18946bc	[6:23:25]	30598	3013	1627	55
Germany	031	Express intent to engage in material cooperation	European countries	c5e75d9b5f011db74c4a473e72082548	[3:9:10]	31893	3013	1627	55
Australia	140	Engage in political dissent	China	43f53f16366fe8d62bdc8c48f4f438e7	[1:0:3]	33196	3013	1627	55
Australia	0841	Return, release persons	The United States	43f53f16366fe8d62bdc8c48f4f438e7	[1:0:3]	37114	3013	1627	55
Australia	050	Engage in diplomatic cooperation	China	43f53f16366fe8d62bdc8c48f4f438e7	[1:0:3]	37115	3013	1627	55
Australia	052	Defend verbally	The United States	43f53f16366fe8d62bdc8c48f4f438e7	[2:4:4]	37116	3013	1627	55
Australia	053	Rally support on behalf of	ASEAN	43f53f16366fe8d62bdc8c48f4f438e7	[2:4:4]	37117	3013	1627	55
Australia	022	Appeal for diplomatic cooperation	The United States	43f53f16366fe8d62bdc8c48f4f438e7	[1:0:3]	38075	3013	1627	55
Washington	022	Appeal for diplomatic cooperation	Australia	c5e75d9b5f011db74c4a473e72082548	[0:0:0]	38091	3013	1627	55
Washington	021	Appeal for material cooperation	Australia	c5e75d9b5f011db74c4a473e72082548	[1:0:3]	38092	3013	1627	55
Washington	1223	Reject request for humanitarian aid	Germany	c5e75d9b5f011db74c4a473e72082548	[2:4:8]	38093	3013	1627	55
The United States	170	Coerce	China	43f53f16366fe8d62bdc8c48f4f438e7	[2:4:4]	38807	3013	1627	55
Mark Esper	014	Consider policy option	Japan	dc5b6168d5fa8b4577bd4b541414ab90	[1:0:3]	14295	3013	1630	55
Peter Beyer	014	Consider policy option	Germany	dc5b6168d5fa8b4577bd4b541414ab90	[4:12:15]	14297	3013	1630	55
Germany	120	Reject	US-led mission	dc5b6168d5fa8b4577bd4b541414ab90	[3:9:11]	25158	3013	1630	55
Britain	1712	Destroy property	US Naval Mission	031688cbd68da490fa37fb3aeb67a7fc	[1:0:3]	23441	3013	1631	55
Britain	053	Rally support on behalf of	Australia	031688cbd68da490fa37fb3aeb67a7fc	[1:0:3]	37302	3013	1631	55
Australia	020	Make an appeal or request	maritime operation	031688cbd68da490fa37fb3aeb67a7fc	[0:0:0]	38147	3013	1631	55
US Secretary of State Mike Pompeo	021	Appeal for material cooperation	Australia	031688cbd68da490fa37fb3aeb67a7fc	[3:6:10]	38148	3013	1631	55
UK Defence Minister Ben Wallace	011	Refuse to comment	join US-led maritime mission	52b62dea2d0a2f9d3bf7de7a10992351	[1:0:2]	16826	3013	1632	55
Japan	062	Cooperate militarily	Japanese tankers in Gulf of Oman	52b62dea2d0a2f9d3bf7de7a10992351	[1:0:2]	23592	3013	1632	55
Japan	062	Cooperate militarily	Japanese tankers in Bab-el-Mandeb Strait	52b62dea2d0a2f9d3bf7de7a10992351	[1:0:2]	23593	3013	1632	55
Tokyo	125	Reject proposal to meet, discuss, or negotiate	US-led mission	52b62dea2d0a2f9d3bf7de7a10992351	[1:0:2]	25430	3013	1632	55
Germany's Foreign Minister Heiko Maas	011	Refuse to comment	US-led mission	e9ac21f41f837985c279dbaeee77472e	[4:14:18]	19277	3013	1633	55
Japan	122	Reject request or demand for material aid	U.S.-led operation	e9ac21f41f837985c279dbaeee77472e	[1:0:3]	25696	3013	1633	55
Germany	1383	Threaten to use unconventional attack including terrorist	military coalition in the Persian Gulf	e9ac21f41f837985c279dbaeee77472e	[3:9:13]	25697	3013	1633	55
Japan Prime Minister Shinzo Abe	046	Engage in negotiation	Former US President Donald Trump	e9ac21f41f837985c279dbaeee77472e	[1:0:3]	29461	3013	1633	55
German government	111	Criticize or denounce	US-led mission	fbe3b7ec306a9b3ffa7e33db877c75c6	[3:11:15]	9811	3013	1634	55
US Ambassador Richard Grenell	102	Demand for diplomatic cooperation	Germany	fbe3b7ec306a9b3ffa7e33db877c75c6	[3:11:15]	21063	3013	1634	55
Japan	125	Reject proposal to meet, discuss, or negotiate	US-led maritime coalition	fbe3b7ec306a9b3ffa7e33db877c75c6	[1:0:5]	25206	3013	1634	55
Germany's Foreign Minister Heiko Maas	125	Reject proposal to meet, discuss, or negotiate	US-led mission	fbe3b7ec306a9b3ffa7e33db877c75c6	[4:16:20]	25207	3013	1634	55
Japan Prime Minister Shinzo Abe	040	Consult or meet	Former US President Donald Trump	fbe3b7ec306a9b3ffa7e33db877c75c6	[1:0:5]	27625	3013	1634	55
Japan Prime Minister Shinzo Abe	032	Express intent to engage in diplomatic cooperation	U.S. Pentagon chief Mark Esper	fbe3b7ec306a9b3ffa7e33db877c75c6	[1:0:5]	31729	3013	1634	55
U.S. Pentagon chief Mark Esper	032	Express intent to engage in diplomatic cooperation	Japan Prime Minister Shinzo Abe	fbe3b7ec306a9b3ffa7e33db877c75c6	[1:0:5]	31730	3013	1634	55
Japan	031	Express intent to engage in material cooperation	Maritime Self-Defense Force	fbe3b7ec306a9b3ffa7e33db877c75c6	[2:6:10]	31731	3013	1634	55
Choi Hyun-soo	014	Consider policy option	South Korean Naval Mission	896630c3004c16104b282a375028550a	[1:0:3]	20071	3013	1637	55
Capt. Lee Sang-keun	0243	Appeal for rights	South Korean people needing help	896630c3004c16104b282a375028550a	[2:4:7]	20072	3013	1637	55
Kim Jong-dae	012	Make pessimistic comment	South Korean people needing help	896630c3004c16104b282a375028550a	[4:11:13]	20075	3013	1637	55
South Korean anti-piracy naval contingent	062	Cooperate militarily	Gulf of Aden	896630c3004c16104b282a375028550a	[0:0:0]	24933	3013	1637	55
South Korean anti-piracy naval contingent	062	Cooperate militarily	Somali coast	896630c3004c16104b282a375028550a	[1:0:3]	24934	3013	1637	55
Mark Esper	1411	Demonstrate or rally for leadership change	South Korean Defense Minister Jeong Kyeong-doo	896630c3004c16104b282a375028550a	[2:4:7]	29796	3013	1637	55
South Korean Defense Minister Jeong Kyeong-doo	021	Appeal for material cooperation	Washington	896630c3004c16104b282a375028550a	[3:8:10]	38420	3013	1637	55
Australia	019	Express accord	US-led maritime coalition	8204cf015fcca881a39f18f93b1dd384	[3:7:11]	14881	3013	1644	55
Mohammad Javad Zarif	012	Make pessimistic comment	Foreign military presence	ac3e7215d803d4d58677cf5f2cb486e3	[3:7:10]	17967	3013	1644	55
Mohammad Javad Zarif	016	Reject accusation, deny responsibility	Iran nuclear program	90858a0a6c1653718e1beb55cebddbb5	[3:8:11]	19980	3013	1644	55
Australia	062	Cooperate militarily	The United States	b53c9a5d6637aa3741630a6e690b7c4f	[1:0:2]	23557	3013	1644	55
British Forces	062	Cooperate militarily	Iranian tanker	b53c9a5d6637aa3741630a6e690b7c4f	[3:5:6]	23559	3013	1644	55
The United States	062	Cooperate militarily	Persian Gulf	b53c9a5d6637aa3741630a6e690b7c4f	[4:7:9]	23561	3013	1644	55
Bahrain	062	Cooperate militarily	The United States	ac3e7215d803d4d58677cf5f2cb486e3	[4:11:13]	24062	3013	1644	55
U.S. Secretary of State Mike Pompeo	041	Discuss by telephone	Australia	8204cf015fcca881a39f18f93b1dd384	[2:4:6]	27671	3013	1644	55
Australia	1383	Threaten to use unconventional attack including terrorist	US-led mission	ac3e7215d803d4d58677cf5f2cb486e3	[1:0:2]	30887	3013	1644	55
UK's new Prime Minister Boris Johnson	036	Express intent to meet or negotiate	US-led mission	8204cf015fcca881a39f18f93b1dd384	[4:12:15]	31763	3013	1644	55
European countries	164	Halt negotiations	US-led mission	ac3e7215d803d4d58677cf5f2cb486e3	[5:14:17]	34021	3013	1644	55
Israel	050	Engage in diplomatic cooperation	US-led coalition	ac3e7215d803d4d58677cf5f2cb486e3	[4:11:13]	37535	3013	1644	55
Australia	062	Cooperate militarily	Persian Gulf international effort	7e324acea2c58bf1e4595627e9978045	[1:0:4]	24094	3013	1649	55
Australia	031	Express intent to engage in material cooperation	Strait of Hormuz protection mission	7e324acea2c58bf1e4595627e9978045	[0:0:0]	32430	3013	1649	55
The United States	021	Appeal for material cooperation	Australia	7e324acea2c58bf1e4595627e9978045	[2:5:8]	38283	3013	1649	55
France	111	Criticize or denounce	US-led coalition	708ec9bdacd8b7fe2ebb89c50c9bff4b	[3:6:8]	11428	3013	1657	55
The United States	062	Cooperate militarily	United Kingdom	708ec9bdacd8b7fe2ebb89c50c9bff4b	[2:4:5]	24048	3013	1657	55
The United States	062	Cooperate militarily	Bahrain	708ec9bdacd8b7fe2ebb89c50c9bff4b	[2:4:5]	24049	3013	1657	55
The United States	1041	Demand leadership change	Australia	708ec9bdacd8b7fe2ebb89c50c9bff4b	[2:4:5]	24050	3013	1657	55
Israel	062	Cooperate militarily	US-led coalition	708ec9bdacd8b7fe2ebb89c50c9bff4b	[3:6:8]	24051	3013	1657	55
Britain	062	Cooperate militarily	US-led maritime coalition	ddf485ddfd0cc1c6ae53b232b0a423f8	[3:7:8]	24716	3013	1657	55
Germany	121	Reject material cooperation	US-led coalition	708ec9bdacd8b7fe2ebb89c50c9bff4b	[3:6:8]	25558	3013	1657	55
Japan	125	Reject proposal to meet, discuss, or negotiate	US-led coalition	708ec9bdacd8b7fe2ebb89c50c9bff4b	[3:6:8]	25559	3013	1657	55
Japan	121	Reject material cooperation	US-led maritime coalition	ddf485ddfd0cc1c6ae53b232b0a423f8	[0:0:0]	25737	3013	1657	55
United Kingdom	022	Appeal for diplomatic cooperation	European Allies	708ec9bdacd8b7fe2ebb89c50c9bff4b	[2:4:5]	38273	3013	1657	55
U.S. President Donald Trump	113	Mobilize and rally opposition against	Israel	d98dc5a3939a5de08e71de2a65275bc0	[1:0:2]	9105	3083	1649	36
U.S. President Donald Trump	013	Make optimistic comment	Israel	d98dc5a3939a5de08e71de2a65275bc0	[0:0:0]	13334	3083	1649	36
The Palestinian leadership	125	Reject proposal to meet, discuss, or negotiate	Trump Administration	d98dc5a3939a5de08e71de2a65275bc0	[5:10:10]	25046	3083	1649	36
U.S. President Donald Trump	044	Meet at a third location	Abdel Fattah Al-Sisi	d98dc5a3939a5de08e71de2a65275bc0	[1:0:2]	27014	3083	1649	36
U.S. President Donald Trump	139	Give ultimatum	Palestinians	d98dc5a3939a5de08e71de2a65275bc0	[2:3:5]	35497	3083	1649	36
U.S. Secretary of State Mike Pompeo	053	Rally support on behalf of	Israel	d98dc5a3939a5de08e71de2a65275bc0	[4:8:9]	36729	3083	1649	36
Efraim Sneh	111	Criticize or denounce	Donald Trump	bc689c739bd24e703545369ecb183e6f	[1:0:2]	10690	3083	1651	36
25 Israeli former defense officials	111	Criticize or denounce	relations between Pakistan and the US	bc689c739bd24e703545369ecb183e6f	[2:3:4]	10691	3083	1651	36
Chaim Deutsch	114	Complain officially with written or institutionalized behaviors	Bill de Blasio	bc689c739bd24e703545369ecb183e6f	[9:19:20]	10695	3083	1651	36
Bret Stephens	111	Criticize or denounce	David Karpf	bc689c739bd24e703545369ecb183e6f	[12:25:27]	10696	3083	1651	36
Alexandria Ocasio-Cortez	111	Criticize or denounce	Bret Stephens	bc689c739bd24e703545369ecb183e6f	[14:30:30]	10697	3083	1651	36
Binyamin Netanyahu	013	Make optimistic comment	The United States	0ed1e6f24d9a3f25a3a20f54513435f9	[1:0:2]	16025	3083	1651	36
Forrest Maltzman	040	Consult or meet	Bret Stephens	bc689c739bd24e703545369ecb183e6f	[13:28:29]	28301	3083	1651	36
Hezbollah	138	Threaten with military force	Israel	bc689c739bd24e703545369ecb183e6f	[6:12:13]	35878	3083	1651	36
Hamas police officers	175	Use tactics of violent repression	Salafist militants	bc689c739bd24e703545369ecb183e6f	[6:12:13]	38952	3083	1651	36
Rabbi Avraham Gopin	175	Use tactics of violent repression	assailants	bc689c739bd24e703545369ecb183e6f	[8:16:18]	38953	3083	1651	36
Former US President Donald Trump	014	Consider policy option	Israel	6d4f7066d79a09a30d6284b7905198eb	[1:0:2]	13897	3083	1657	36
Former US President Donald Trump	013	Make optimistic comment	Israel	6d4f7066d79a09a30d6284b7905198eb	[3:9:13]	13898	3083	1657	36
US Secretary of State Mike Pompeo	013	Make optimistic comment	Israel	6d4f7066d79a09a30d6284b7905198eb	[3:9:13]	13899	3083	1657	36
U.S. President Donald Trump	1313	Threaten to reduce or break relations	Israel	2c597ad2526de796302286a3484c6f32	[2:3:4]	18816	3083	1657	36
